"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date"
"66","HAPPY https://t.co/we7nrxldmC",FALSE,2373,NA,2018-03-24 00:03:49,FALSE,NA,"977335136755728384",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","B2stGK",1017,FALSE,FALSE,NA,NA,2018-03-24
"67","Always happy to see my fans @AUC Brought to you by @NayForMedia https://t.co/FvxOZDVE0D",FALSE,2929,NA,2018-03-24 00:16:55,FALSE,NA,"977338435361894400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amrdiab",317,FALSE,FALSE,NA,NA,2018-03-24
"68","Happy birthday @kyrasantoro u da bomb dot com<ed><U+00A0><U+00BD><ed><U+00B8><U+009D> oh and hey @bellathorne <ed><U+00A0><U+00BD><ed><U+00B1><U+00BD> https://t.co/lMJUxcSA29",FALSE,3470,NA,2018-03-24 01:24:38,FALSE,NA,"977355474382217216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheMattEspinosa",426,FALSE,FALSE,NA,NA,2018-03-24
"69","happy national puppy head in a basket day https://t.co/fOadPGgUm1",FALSE,3052,NA,2018-03-24 00:28:20,FALSE,NA,"977341309294751744",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","FrankIero",321,FALSE,FALSE,NA,NA,2018-03-24
"70","Happy birthday to legendary PGs @QCook323 @KyrieIrving!  

<ed><U+00A0><U+00BC><ed><U+00BE><U+0082><ed><U+00A0><U+00BD><ed><U+00B4><U+00B5><ed><U+00A0><U+00BD><ed><U+00B8><U+0088><ed><U+00A0><U+00BC><ed><U+00BE><U+0089> https://t.co/KKvvFLXPwW",FALSE,1384,NA,2018-03-24 00:08:27,FALSE,NA,"977336304726757377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DukeMBB",429,FALSE,FALSE,NA,NA,2018-03-24
"71","Happy #NationalPuppyDay (in more ways than one <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B8><U+008F>) https://t.co/abYohZTiu6",FALSE,2777,NA,2018-03-24 01:10:32,FALSE,NA,"977351925623676928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoelleFoley",182,FALSE,FALSE,NA,NA,2018-03-24
"72","Many Happy Returns Of The Day, Emraan. May God grant you long life, prosperity and happiness. @emraanhashmi https://t.co/uwuLgPtvQA",FALSE,1160,NA,2018-03-24 00:30:00,FALSE,NA,"977341726170984454",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","RajatSharmaLive",179,FALSE,FALSE,NA,NA,2018-03-24
"73","Happy birthday to my friend, my homie aka the #RAVISHING one @LanaWWE “Lana is the beeeest Lana’s number 1” only to… https://t.co/ozXPvOVxTo",FALSE,1915,NA,2018-03-24 00:21:27,TRUE,NA,"977339574392205313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NaomiWWE",193,FALSE,FALSE,NA,NA,2018-03-24
"74","Happy birthday North Country Boy https://t.co/1yFazfxDsa released 21 years ago today. We saw the budget for the vid… https://t.co/7uleztgTjt",FALSE,404,NA,2018-03-24 00:24:39,TRUE,NA,"977340380885663750",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tim_Burgess",76,FALSE,FALSE,NA,NA,2018-03-24
"75","IM SO HAPPY https://t.co/Jv5ikWHdkY",FALSE,976,NA,2018-03-24 01:16:05,FALSE,NA,"977353326260977664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Crunchyroll",203,FALSE,FALSE,NA,NA,2018-03-24
"76","It's an honor to be part of the @KHOU family. Happy anniversary! And here's to another 65 years. https://t.co/LS90zk0B24",FALSE,1190,NA,2018-03-24 00:02:53,FALSE,NA,"977334903355277312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DanRather",136,FALSE,FALSE,NA,NA,2018-03-24
"77","Why I Stopped Saying Happy Birthday on Facebook (and Why You Might Want To) https://t.co/uQgjiHGtfq",FALSE,41,NA,2018-03-24 00:02:04,FALSE,NA,"977334698358681601",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Inc",15,FALSE,FALSE,NA,NA,2018-03-24
