"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","date"
"1","RT @allidelaney_: Happy birthday @skemp726 <ed><U+00A0><U+00BD><ed><U+00B2><U+0093><ed><U+00A0><U+00BD><ed><U+00B2><U+0093> https://t.co/EyAlDJ6wlF",FALSE,0,NA,2018-03-24 23:59:59,FALSE,NA,"977696562414538752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skemp726",1,TRUE,FALSE,NA,NA,2018-03-24
"2","RT @KhadiDon: Happy #NationalPuppyDay to my son Bark Vader https://t.co/JBW4jpxj6k",FALSE,0,NA,2018-03-24 23:59:59,FALSE,NA,"977696561697382401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaaaydoubleu",4794,TRUE,FALSE,NA,NA,2018-03-24
"3","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:59,FALSE,NA,"977696560426504192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jess_910h",107738,TRUE,FALSE,NA,NA,2018-03-24
"4","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:59,FALSE,NA,"977696560141275141",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keemoebeats",107738,TRUE,FALSE,NA,NA,2018-03-24
"5","RT @Acha_JKT48: Happy Graduation kakakkuu <U+2764><U+FE0F><U+2764><U+FE0F> selamat ulang tahun jugaa ciee 26 tahun beda 8 tahunann ya wkwk *upss  We Love You Teteh sem…",FALSE,0,NA,2018-03-24 23:59:59,FALSE,NA,"977696559713288192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anitaardd_",244,TRUE,FALSE,NA,NA,2018-03-24
"6","RT @PappaMthembu: @Phakishi2 Good job. 
No I mean great work you are truly blessed. 
Your mother must be happy <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>. 
We all just want to do g…",FALSE,0,NA,2018-03-24 23:59:59,FALSE,NA,"977696558941659136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kev_Heightz",1,TRUE,FALSE,NA,NA,2018-03-24
"7","RT @ramblingsloa 
Let us be grateful to the people who make us happy
They are the charming gardeners who make our s… https://t.co/8WcSjRCdCn",FALSE,181,NA,2018-03-24 23:59:58,TRUE,NA,"977696558148808704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HAL909",54,FALSE,FALSE,NA,NA,2018-03-24
"8","RT @kinarishokudo: <U+304A><U+306F><U+3088><U+3046><U+3055><U+3093><U+3067><U+3059>!<U+672C><U+65E5><U+304D><U+306A><U+308A><U+98DF><U+5802><U+306F><U+5B9A><U+4F11><U+65E5><U+3068><U+306A><U+308A><U+307E><U+3059>(^^)/<U+5317><U+898B><U+306F><U+26C5><U+4ECA><U+306E><U+6C17><U+6E29>4<U+2103><U+2600><U+304C><U+51FA><U+3066><U+304D><U+305F><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+3042><U+3063><U+305F><U+304B><U+304F><U+306A><U+308B><U+304B><U+306A><U+2754><U+5348><U+524D><U+4E2D><U+306F><U+30CA><U+30F3><U+30C0><U+30AB><U+30F3><U+30C0><U+3068><U+614C><U+305F><U+3060><U+3057><U+3044><ed><U+00A0><U+00BD><ed><U+00B8><U+0085><U+6642><U+9593><U+306B><U+4F59><U+88D5><U+304C><U+306A><U+3044><U+3088><U+3046><U+306A>···<ed><U+00A0><U+00BD><ed><U+00B2><U+00A7><U+3067><U+306F><U+3001><U+3069><U+3061><U+3089><U+69D8><U+3082>HAPPY<U+306A>1<U+65E5>~<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> https://t.co…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696557892956160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shiogoyagyoza",11,TRUE,FALSE,NA,NA,2018-03-24
"9","RT @dj_kert18: • Hindi naman kasi dahil mahal mo, ipaglalaban mo na hanggang dulo. If he/she is not happy with you, you can let go of him/h…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696557838422017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gorgyannaa",5,TRUE,FALSE,NA,NA,2018-03-24
"10","RT @batmaaaannnn: @WallyAction A man that recognizes! Happy Saturday sir!",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696557385506816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WallyAction",1,TRUE,FALSE,NA,NA,2018-03-24
"11","RT @martianghost: @shira_ou Happy birthdayy!",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696557125390341",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shira_ou",1,TRUE,FALSE,NA,NA,2018-03-24
"12","RT @Jessicacolleenn: @GratefuI_Ed @sandyballz3 @schmxnderz @alyseesyla to get rich??? you obviously know absolutely nothing about the edm c…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696556643008512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zsharpRULER",2,TRUE,FALSE,NA,NA,2018-03-24
"13","RT @colleenhugss: #HelpParkerFindZendaya @Zendaya Pleaseee go find Parker!! Message @BallingerMom so his dream can come true pleaseeee!! To…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696556227989504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AsleepEverytime",3,TRUE,FALSE,NA,NA,2018-03-24
"14","RT @Fluffyumin: Can we talk about how happy and proud Minseok was when he finally sang with the main vocals for the first time and how exci…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696556186030081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wickedluhan",584,TRUE,FALSE,NA,NA,2018-03-24
"15","RT @btsanalytics: Happy #SugaAppreciationDay!

To @BTS_twt’s SUGA, who we admire for his many talents including his passion for producing m…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696555548360704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tr8nhHa9Thac14",12807,TRUE,FALSE,NA,NA,2018-03-24
"16","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696555435200512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","X__Pena",107738,TRUE,FALSE,NA,NA,2018-03-24
"17","RT @Jstlivinbbyy: HAPPY FAITHoverFEARfriday <U+2757><U+FE0F>KEEP PRAYING, keep the the faith.. Everything will fall in place i guarantee your shift is on…",FALSE,0,NA,2018-03-24 23:59:58,FALSE,NA,"977696554650759168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeOhMyMeech",551,TRUE,FALSE,NA,NA,2018-03-24
"18","RT @glofrancisco: @Johnvalle20 <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> Happy 25th  @bernardokath  @imdanielpadilla 
#OneMagicalNightLasVegas",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696554449432576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fhesam",30,TRUE,FALSE,NA,NA,2018-03-24
"19","RT @chryslermarco: 25th..... happy Lhexine's day! 62months old na bebe ko <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696552486498304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kpascua26",300,TRUE,FALSE,NA,NA,2018-03-24
"20","RT @ERStollery: Happy Birthday to me, 7 years old today! How time flies. #eleanorsvoice <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><U+2728> https://t.co/CyGPXh5JE8",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696552364990470",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","paulad687",20,TRUE,FALSE,NA,NA,2018-03-24
"21","RT @18HopeAngel: Happy As Can Be #LGBTExcellence <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> https://t.co/kg1XAqvuIQ",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696551563857920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ricxrdhoe",1,TRUE,FALSE,NA,NA,2018-03-24
"22","RT @MileyCyrus: Been friends forever &amp; happy to stand with you on important days like this! https://t.co/gtb5GnFaDp",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696551324831744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","idontgafau",23533,TRUE,FALSE,NA,NA,2018-03-24
"23","RT @TheEllenShow: Happy Birthday, Jim Parsons, or as I call you, Old Sheldon.",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696551194697728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiaPeabody_",1198,TRUE,FALSE,NA,NA,2018-03-24
"24","RT @FaithNaff: Fun fact: trans people wouldn't be highly depressed/suicidal if y'all didn't treat us like shit. It's not mental illness. It…",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696551073144834",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_ichijouji_ken_",4875,TRUE,FALSE,NA,NA,2018-03-24
"25","RT @MisterHugotero: ""Live your life. Make yourself
happy. Chase your dreams.
Take risks. Fear nothing.""",FALSE,0,NA,2018-03-24 23:59:57,FALSE,NA,"977696550456471554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","giaclrsse_",51,TRUE,FALSE,NA,NA,2018-03-24
"26","RT @Orlyotto: Idk but this is a nice thought to think about. Be happy for them from what they are happy to be doing . https://t.co/3WyAMrtF…",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696550385340416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_jtinaa",14,TRUE,FALSE,NA,NA,2018-03-24
"27","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696549236035584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingArkid",107738,TRUE,FALSE,NA,NA,2018-03-24
"28","RT @MileyCyrus: Been friends forever &amp; happy to stand with you on important days like this! https://t.co/gtb5GnFaDp",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696548241879041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","margharhette",23533,TRUE,FALSE,NA,NA,2018-03-24
"29","RT @HoustonTexans: Happy #NationalPuppyDay, @DoughertyDrew! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/m0o6QdsJkE",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696548044902400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2Jby3G",51,TRUE,FALSE,NA,NA,2018-03-24
"30","RT @BruceAMorrow: This makes my heart happy... https://t.co/RFyNsT2T8S",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696547906445312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mmyron1018",3,TRUE,FALSE,NA,NA,2018-03-24
"31","RT @kncoeur: Ang higpit naman. Happy 25th! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B2><U+0099> https://t.co/gS1MRN9mEe",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696547704983553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","perkypehl",201,TRUE,FALSE,NA,NA,2018-03-24
"32","RT @MindsConsole: It's difficult to know when to hold on and when to let go. You want to hold on to all the memories; you don't want to let…",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696547197497344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yuliana_eldas",1282,TRUE,FALSE,NA,NA,2018-03-24
"33","RT @Its_me_cabello: Isn’t she wonderful visiting those kids with her pure heart just to make them very happy, please guys see that just loo…",FALSE,0,NA,2018-03-24 23:59:56,FALSE,NA,"977696546509803520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fari196021",73,TRUE,FALSE,NA,NA,2018-03-24
"34","RT @dodo: Rescuers had to get creative to save this scared dog from running into traffic. Then they checked her microchip and were SO happy…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696545607909376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","POTTUSVE",1930,TRUE,FALSE,NA,NA,2018-03-24
"35","RT @btsanalytics: Happy #JhopeAppreciationDay! 

To @BTS_twt j-hope, who’s passion for music and dance is admirable in many ways! <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>

D-4 ti…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696545440120833",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fourwallss",10236,TRUE,FALSE,NA,NA,2018-03-24
"36","RT @BtsSprinqday: every1 is free to stan whoever they want 1 or 100 group &amp; just because many armys stan BTS only doesnt mean they dont kno…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696545406705664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ADirectionArmy",1774,TRUE,FALSE,NA,NA,2018-03-24
"37","RT @evilemilie: the crowd in DC singing happy birthday Nick, who would have turned 18 today https://t.co/oTlZD77QvP",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696545331142656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","suptmoran",3689,TRUE,FALSE,NA,NA,2018-03-24
"38","RT @dodo: Rescuers had to get creative to save this scared dog from running into traffic. Then they checked her microchip and were SO happy…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696545234702336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mglo64",1930,TRUE,FALSE,NA,NA,2018-03-24
"39","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696545196818433",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","J_Taffe3",107738,TRUE,FALSE,NA,NA,2018-03-24
"40","RT @ananavarro: I thought I’d hung up my marching shoes after Elian Gonzalez. But guns, Trump, injustice and these amazing kids have got me…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696544819310592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2planetdwellers",643,TRUE,FALSE,NA,NA,2018-03-24
"41","RT @SapnuPunas: Happy Blessed Sunday <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696544169197568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","mdcjoi",29,TRUE,FALSE,NA,NA,2018-03-24
"42","RT @PerfectionSider: Just because @BTS_twt are now famous worldwide doesn’t mean they need to change like some so called army’s want 

They…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696543561089024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CURIOSlTAE",239,TRUE,FALSE,NA,NA,2018-03-24
"43","RT @_jayne79: <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>SOS  VERY URGENT.This is TYSON,, My heart breaks for him every day. What does he need to do to get noticed?He is an adorab…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696543456276480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_jayne79",50,TRUE,FALSE,NA,NA,2018-03-24
"44","RT @starsmoonandsun: Is this the vibration of love? Is this making me money? Is this making me happy? These are the questions I will ask my…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696543410180096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Soapbox_Kitty",73,TRUE,FALSE,NA,NA,2018-03-24
"45","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696543145836544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheHomieJr",107738,TRUE,FALSE,NA,NA,2018-03-24
"46","RT @MileyCyrus: Been friends forever &amp; happy to stand with you on important days like this! https://t.co/gtb5GnFaDp",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696542839668741",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lalal4ndz",23533,TRUE,FALSE,NA,NA,2018-03-24
"47","RT @savageplantman: Happy birthday to my girlfriend and best friend @GahanGoreFletch you mean the world to me <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/F3DEOBLaa0",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696542629875712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gerandfireki",2,TRUE,FALSE,NA,NA,2018-03-24
"48","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:55,FALSE,NA,"977696542105784321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WakeBets",107738,TRUE,FALSE,NA,NA,2018-03-24
"49","RT @picsjungwoo: he looks so happy I’m <ed><U+00A0><U+00BD><ed><U+00B2><U+0098><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0093> 

© jungwoosapron https://t.co/Jom6TbTZHi",FALSE,0,NA,2018-03-24 23:59:54,FALSE,NA,"977696541275312128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeno_jpeg",2176,TRUE,FALSE,NA,NA,2018-03-24
"50","RT @soniaJKT48: happy graduation ka melody!sukses terus ya
aku sayang ka melody<U+2764><U+FE0F> https://t.co/9EYbmQIVlj",FALSE,0,NA,2018-03-24 23:59:54,FALSE,NA,"977696540939571200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnandealyaA",181,TRUE,FALSE,NA,NA,2018-03-24
"51","RT @sz_fumagirl_307: <U+98A8><U+78E8>Happy birthday!
23<U+3061><U+3083><U+3044><U+304A><U+3081><U+3067><U+3068><U+3046>!
<U+4ECA><U+5E74><U+3082><U+30BB><U+30AF><U+30AC><U+30EB>·<U+30BB><U+30AF><U+30E1><U+30F3><U+3092><U+5E78><U+305B><U+306B><U+3057><U+3066><U+306D>
<U+5145><U+5B9F><U+3057><U+305F>1<U+5E74><U+306B><U+306A><U+308A><U+307E><U+3059><U+3088><U+3046><U+306B>!
<U+6B21><U+4F1A><U+3046><U+3068><U+304D><U+306F>23<U+3061><U+3083><U+3044><U+3060><U+306D>
<U+30D5><U+30A1><U+30F3><U+30B5><U+3082><U+3089><U+3048><U+308B><U+3088><U+3046><U+306B><U+30AC><U+30F3><U+30D0><U+308A><U+30DE><U+30EA><U+30A6><U+30B9><U+7B11>
23<U+3061><U+3083><U+3044><U+306E><U+98A8><U+78E8><U+3082><U+5927><U+5927><U+5927><U+5927><U+5927><U+5927><U+597D><U+304D>…",FALSE,0,NA,2018-03-24 23:59:54,FALSE,NA,"977696540650217472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arokdk_0415",5,TRUE,FALSE,NA,NA,2018-03-24
"52","RT @__jim_in: Let's give our everhearts to Jimin on Kpop Idol app to celebrate his 8200 days since he was born.

Happy 8200 days, Jimin! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B7>…",FALSE,0,NA,2018-03-24 23:59:54,FALSE,NA,"977696540319014912",NA,"<a href=""https://www.google.com"" rel=""nofollow"">kpopeasy</a>","kpopeasy",565,TRUE,FALSE,NA,NA,2018-03-24
"53","RT @suicidesilence: Happy birthday, Eddie! https://t.co/5yu3LsLl4a",FALSE,0,NA,2018-03-24 23:59:54,FALSE,NA,"977696539811418117",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LuhrsAL",114,TRUE,FALSE,NA,NA,2018-03-24
"54","RT @DUALIPA: I wish I could be there but im so happy to see so many people showing up and standing up for what they believe in. Gun violenc…",FALSE,0,NA,2018-03-24 23:59:54,FALSE,NA,"977696539551268864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimFigueroa01",3091,TRUE,FALSE,NA,NA,2018-03-24
"55","RT @s_is_for_suffer: The amount of teen girls leaving @MeanGirlsBway right now smiling, hugging each other, and laughing makes me so happy.…",FALSE,0,NA,2018-03-24 23:59:54,FALSE,NA,"977696538330845184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DirectorGelb",7,TRUE,FALSE,NA,NA,2018-03-24
"56","RT @aminfkh: @JonathanWNV Happy Spring and Nowruz to you Jonathan! I wish #DelayedIranianApplications reach a final decision this year. The…",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696537487687680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","arzandeh",13,TRUE,FALSE,NA,NA,2018-03-24
"57","RT @soocalii: @aashley__b  Happy Birthday <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0088>",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696537407975424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aashley__b",1,TRUE,FALSE,NA,NA,2018-03-24
"58","RT @GReneau62: @JosieMorgan98 YEAH!!!! Good for you Josie! So happy for you!!!",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696537068306432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JosieMorgan98",1,TRUE,FALSE,NA,NA,2018-03-24
"59","RT @MileyCyrus: Been friends forever &amp; happy to stand with you on important days like this! https://t.co/gtb5GnFaDp",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696536980262912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nandasantanasf",23533,TRUE,FALSE,NA,NA,2018-03-24
"60","RT @Rafisodope: So wait wait wait... a man... wasn’t happy in a relationship... and rather that cheat or do her dirty... he was honest and…",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696536858677248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cronin_OBrien",107738,TRUE,FALSE,NA,NA,2018-03-24
"61","RT @robjh1: While I am not happy with the Omnibus Bill. I'm not giving up for: “The race is not won to the swift but to the one who enduret…",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696536191815686",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fite2Bfree",537,TRUE,FALSE,NA,NA,2018-03-24
"62","RT @bellejorden: I’ve debated posting this for about 3 hours because I know how vicious and rude people can be but you know what? I don’t c…",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696534547451904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deathmaris",51,TRUE,FALSE,NA,NA,2018-03-24
"63","RT @putrzren: 22 MAC
If he is still around, he will be 89 years old. 
""Jis (Aziz) walaupun aku mati nanti tetapi aku akan hidup 1,000 tahun…",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696534450995200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FakhrulAshik",6187,TRUE,FALSE,NA,NA,2018-03-24
"64","RT @laypics_: I love seeing him happy https://t.co/mVjzNQZIRS",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696534039941121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","soshiyuha",2131,TRUE,FALSE,NA,NA,2018-03-24
"65","RT @weldon_cole: i broke my bollox trying to make a person happy for months before i realized that it was making me miserable, if someone d…",FALSE,0,NA,2018-03-24 23:59:53,FALSE,NA,"977696534031732737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laurenbaxendal3",5806,TRUE,FALSE,NA,NA,2018-03-24
"66","RT @min_bernardo: Happy Lhexine’s day!please, don’t grow too fast! Glamma misses you so much<ed><U+00A0><U+00BE><ed><U+00B7><U+0092> https://t.co/c1kBzwyPiV",FALSE,0,NA,2018-03-24 23:59:52,FALSE,NA,"977696533536632832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kpascua26",330,TRUE,FALSE,NA,NA,2018-03-24
"67","RT @nytng_mym: <U+6DF1><U+96EA> Happy Birthday!!!
<U+30D6><U+30E9><U+30B3><U+30F3><U+826F><U+3044><U+3067><U+3059><U+306D><U+3047>(´<U+7F52>`)
#<U+53F8><U+6CE2><U+6DF1><U+96EA><U+751F><U+8A95><U+796D>2018
#3<U+6708>25<U+65E5><U+306F><U+53F8><U+6CE2><U+6DF1><U+96EA><U+306E><U+8A95><U+751F><U+65E5> 
#<U+9B54><U+6CD5><U+79D1><U+9AD8><U+6821><U+306E><U+52A3><U+7B49><U+751F> 
#<U+96FB><U+6483>
#<U+795D><U+3063><U+3066><U+304F><U+308C><U+308B><U+4EBA>RT 
#<U+3044><U+3044><U+306D><U+3057><U+305F><U+4EBA><U+5168><U+54E1><U+30D5><U+30A9><U+30ED><U+30FC><U+3059><U+308B> 
#RT<U+3057><U+305F><U+4EBA><U+5168><U+54E1><U+30D5><U+30A9><U+30ED><U+30FC>…",FALSE,0,NA,2018-03-24 23:59:52,FALSE,NA,"977696532978741249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kakarr_kakarr13",199,TRUE,FALSE,NA,NA,2018-03-24
